,year,opt_price,opt_prob,opt_profit
0,1,21,0.7347242921013413,164592
0,2,21,0.7347242921013413,154224
0,3,21,0.7347242921013413,156510
0,4,21,0.7347242921013413,152622
0,5,21,0.7347242921013413,151362
0,6,21,0.7347242921013413,152307
